#z-coord	CCo.1	CCo.2	CCo.3	CCo_average	Cco_std	SEM
41.4	0.1198	0.04701996	0.121402965	0.096074308333333	0.042489871640237	0.024531538829324
41.5	0.1152	0.04619356	0.119311965	0.093568508333333	0.041079390954952	0.023717197425988
41.6	0.1145	0.04328506	0.111801965	0.089862341666667	0.040359660848517	0.023301661055293
41.7	0.1158	0.03908946	0.106216965	0.087035475	0.041798013179312	0.024132094160668
41.8	0.1111	0.03501356	0.101014965	0.082376175	0.041326020343925	0.023859588970101
41.9	0.1058	0.03004726	0.101178965	0.079008741666667	0.04246479137314	0.024517058730364
42	0.1068	0.02436936	0.095211265	0.075460208333333	0.044623769252382	0.025763545190118
42.1	0.1099	0.01577186	0.083790965	0.069820941666667	0.048594216208468	0.028055883809018
42.2	0.1084	0.01184206	0.079062065	0.066434708333333	0.049501985278889	0.028579984526187
42.3	0.0996	0.01487606	0.079766065	0.064747375	0.04431373702666	0.02558454800114
42.4	0.0971	0.02446546	0.079431965	0.066999141666667	0.037879749501301	0.021869883571412
42.5	0.0932	0.02642891	0.076849115	0.065492675	0.034804039450217	0.020094121545469
42.6	0.0893	0.02839236	0.074266265	0.063986208333333	0.031728454522633	0.018318431759613
42.7	0.08	0.01829906	0.067816065	0.055371708333333	0.032678708800323	0.018867061322636
42.8	0.074	0.01767056	0.066708165	0.052792908333333	0.03063457570708	0.017686880530993
42.9	0.0673	0.01739856	0.058485465	0.047728008333333	0.026633260858742	0.015376720326192
43	0.0632	0.01469916	0.060422165	0.046107108333333	0.027235519192845	0.015724434337508
43.1	0.053	0.01520016	0.056745265	0.041648475	0.022981335410164	0.013268280185396
43.2	0.0559	0.01172676	0.053851865	0.040492875	0.024933225691624	0.014395204564825
43.3	0.0512	0.01306406	0.054997865	0.039753975	0.023192016226926	0.013389916811666
43.4	0.0481	0.01894526	0.058306565	0.041783941666667	0.020426637693911	0.011793324771219
43.5	0.0404	0.01948346	0.047999965	0.035961141666667	0.014767374913346	0.008525947881444
43.6	0.0316	0.01092786	0.037389165	0.026639008333333	0.013910742047544	0.008031370665777
43.7	0.0285	0.00769159	0.032530765	0.022907451666667	0.013330551425791	0.007696397454127
43.8	0.0259	0.01010666	0.032949965	0.022985541666667	0.011697208913382	0.006753386714909
43.9	0.026	0.00797616	0.032113165	0.022029775	0.012548735693506	0.007245015930635
44	0.0278	0.01574626	0.031282965	0.024943075	0.008152840971464	0.004707044929535
44.1	0.0215	0.02124886	0.028370865	0.023706575	0.00404134491574	0.00233327157499
44.2	0.0171	0.01568786	0.017131165	0.016639675	0.000824443242422	0.000475992527944
44.3	0.0113	0.01004986	0.006221835	0.009190565	0.002645889427881	0.001527604973433
44.4	0.0098	0.000375	0.001259235	0.003811411666667	0.005205080263878	0.003005154491503
44.5	0.005	-9.35900000000002E-05	-0.001519465	0.001128981666667	0.003427370286628	0.001978793157597
44.6	0.0023	0.00226736	0.002292885	0.002286748333333	1.71635196953576E-05	9.90936271635617E-06
44.7	0.0047	0.00233436	0.003764045	0.003599468333333	0.001191376204987	0.000687841372655
44.8	-0.0016	-0.00208894	0.001697035	-0.000663968333333	0.002059251838875	0.001188909603503
44.9	0.0016	0.00208894	-0.001697035	0.000663968333333	0.002059251838875	0.001188909603503
